,case_order,cust_id,interaction_id,city,state,county,zip,latitude,longitude,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_wk,email_contact_yr,support_reqs_total,equip_failure_yr,cust_is_techie,contract_term,portable_modem,tablet,internet_service,phone_service,multi_ph_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_bill,pay_method,tenure,monthly_charge,bandwidth_gb_yr,surv_timely_resp,surv_timely_fix,surv_timely_replace,surv_reliability,surv_options,surv_respectful,surv_courteous,surv_active_listening,zscore_income,zscore_support_reqs,zscore_equip_fail
3022,3023,A561114,1876441b-8516-43a9-bbc6-30959da5e1e9,Pasadena,TX,Harris,77505,29.64608,-95.13826,24022,Suburban,America/Chicago,Geoscientist,0.0,18.0,GED or Alternative Credential,Full Time,104539.0,Separated,Female,No,11.80773,13,2,3,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,14.0,105.0341,1114.0,6,5,4,5,5,4,6,4,,,4.079797556298443
3237,3238,X46528,3dbd9a91-7a67-4b8d-ac20-f6f0bd5bf26c,Sasabe,AZ,Pima,85633,31.62288,-111.4957,45,Urban,America/Phoenix,Haematologist,1.0,83.0,Master's Degree,Full Time,30193.0,Divorced,Male,No,38.68005,9,0,3,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Credit Card (automatic),8.0,172.6819,939.0,4,4,4,4,4,3,3,4,,,4.079797556298443
3269,3270,H337960,25848e26-7ef4-4a4a-a185-bf116bda7ef5,Memphis,TN,Shelby,38152,35.12278,-89.93396,988,Rural,America/Chicago,Metallurgist,0.0,64.0,Regular High School Diploma,Full Time,36171.0,Married,Male,No,14.33055,11,1,3,No,One year,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,20.0,165.1626,3182.0,5,6,5,3,3,3,4,5,,,4.079797556298443
3324,3325,O555493,023613dd-a75b-4252-a1cd-e411df0eb7a3,Rochester,NY,Monroe,14611,43.1475,-77.64723,16630,Rural,America/New_York,Warden/ranger,2.0,39.0,Bachelor's Degree,Full Time,3834.0,Widowed,Female,No,9.226586,17,1,3,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,18.0,204.9416,2327.0,3,3,4,5,2,5,6,5,,,4.079797556298443
3450,3451,H681000,f39c59d1-bea3-40d5-92f9-584ca8e1e16d,Amarillo,TX,Potter,79104,35.20277,-101.7886,6988,Suburban,America/Chicago,Actuary,1.0,31.0,"Some College, 1 or More Years, No Degree",Full Time,33208.0,Married,Female,Yes,8.182299,10,1,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,4.0,263.8612,1053.0,6,5,5,5,2,5,6,6,,,4.079797556298443
3551,3552,C892689,72a1d581-a473-4a3c-9bc0-d0ba0c9b5291,Cambridgeport,VT,Windham,5141,43.15352,-72.56688,141,Rural,America/New_York,"Pilot, airline",3.0,19.0,Regular High School Diploma,Student,13475.0,Divorced,Male,Yes,3.05506,13,0,3,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,9.0,206.2489,1472.0,3,4,2,3,4,4,3,1,,,4.079797556298443
3899,3900,V655125,db55cacf-bca1-4b31-bd4d-ce915350bc3e,Fort Wayne,IN,Allen,46802,41.06794,-85.16312,10235,Urban,America/Indiana/Indianapolis,Energy engineer,8.0,73.0,Regular High School Diploma,Student,19002.0,Divorced,Male,No,10.86202,14,2,3,Yes,Two Year,No,No,None,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,11.0,162.2739,1473.0,3,3,2,4,3,3,4,3,,,4.079797556298443
3936,3937,P495171,57f40d9e-96d5-4ce0-898e-e0331214441b,Wye Mills,MD,Talbot,21679,38.91758,-76.08466,257,Suburban,America/New_York,Agricultural engineer,3.0,77.0,Bachelor's Degree,Unemployed,32869.0,Never Married,Female,No,7.145703,17,0,3,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),20.0,157.9454,1826.0,3,3,3,4,4,2,4,2,,,4.079797556298443
3995,3996,V646556,9772ab0a-3ac1-423f-bb80-05bc4954fa43,Benavides,TX,Duval,78341,27.62992,-98.48907,2107,Suburban,America/Chicago,"Therapist, drama",5.0,35.0,Associate's Degree,Part Time,13991.0,Widowed,Female,No,39.51806,10,0,3,No,One year,Yes,No,None,Yes,No,No,No,No,No,No,No,No,Electronic Check,16.0,108.764,1683.0,4,3,4,3,4,3,3,3,,,4.079797556298443
4268,4269,X04255,1af74cff-f4d6-41f4-ab8d-8c3d5c9ace5f,Raleigh,NC,Wake,27616,35.86728,-78.53812,53364,Urban,America/New_York,Chiropractor,2.0,44.0,Regular High School Diploma,Full Time,53517.0,Never Married,Female,Yes,5.354774,10,0,3,Yes,Two Year,No,No,None,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,7.0,139.4355,1000.0,4,4,4,5,3,5,3,5,,,4.079797556298443
4342,4343,I714198,1867b7e9-9a46-4396-985f-cc35a1cfecc9,Second Mesa,AZ,Navajo,86043,35.80718,-110.5331,2838,Urban,America/Phoenix,Magazine features editor,1.0,86.0,Bachelor's Degree,Part Time,53785.0,Separated,Male,Yes,42.78481,11,1,3,No,Month-to-month,Yes,Yes,None,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,15.0,226.7215,4211.0,3,3,4,5,2,4,4,4,,,4.079797556298443
4349,4350,B512858,17a1d606-4c19-4c53-babe-5566e6e7b8fd,Lawrenceville,GA,Gwinnett,30043,34.00303,-84.00745,90675,Urban,America/New_York,Ranger/warden,0.0,83.0,"Some College, 1 or More Years, No Degree",Retired,57119.0,Separated,Male,No,10.01811,14,1,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,8.0,124.2903,4639.0,3,3,3,4,2,3,3,4,,,4.079797556298443
4383,4384,Y591911,0c117878-bdf3-49e8-b5d2-bfdc6962d177,Mantador,ND,Richland,58058,46.18247,-96.96328,90,Urban,America/Chicago,Immunologist,3.0,55.0,Regular High School Diploma,Full Time,45244.0,Widowed,Female,Yes,7.456291,14,0,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,23.0,205.7728,2351.0,2,2,2,4,5,1,3,3,,,4.079797556298443
4472,4473,S866571,a6144882-ba07-40d1-bc90-89fbf1def01e,Thelma,KY,Johnson,41260,37.82197,-82.75265,889,Urban,America/New_York,Advertising art director,4.0,88.0,"Some College, 1 or More Years, No Degree",Full Time,31214.0,Never Married,Prefer not to answer,Yes,7.890594,8,0,3,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,11.0,184.6901,1209.0,4,3,4,3,4,3,5,4,,,4.079797556298443
4586,4587,L942985,fa58a28e-259c-423e-8697-9e9c2679dd8b,Nashua,NH,Hillsborough,3062,42.72218,-71.49566,27938,Urban,America/New_York,"Engineer, structural",3.0,57.0,Regular High School Diploma,Full Time,40121.0,Married,Female,No,39.47886,14,1,3,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Credit Card (automatic),13.0,144.7749,1613.0,3,3,3,3,4,3,4,3,,,4.079797556298443
4686,4687,K216293,d558b41f-9c43-4155-bb58-06e696d89782,Palmer Lake,CO,El Paso,80133,39.09973,-104.9695,2558,Suburban,America/Denver,"Nurse, children's",3.0,73.0,"9th Grade to 12th Grade, No Diploma",Full Time,21337.0,Widowed,Male,No,7.367759,9,0,3,No,One year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),12.0,153.0398,1787.0,2,3,3,3,4,2,3,2,,,4.079797556298443
4695,4696,P652340,014041f8-9c57-43be-ace0-15c19dc0a856,Given,WV,Jackson,25245,38.69739,-81.74458,541,Suburban,America/New_York,"Journalist, broadcasting",2.0,78.0,Associate's Degree,Unemployed,32498.0,Married,Female,No,17.22037,11,2,3,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,17.0,126.5935,1333.0,3,3,3,3,5,4,4,5,,,4.079797556298443
5057,5058,Q366127,fb3a1af4-a947-4c8a-92fb-0499258266b4,Bath,PA,Northampton,18014,40.76509,-75.40936,11217,Rural,America/New_York,Media planner,3.0,63.0,Nursery School to 8th Grade,Full Time,10737.0,Married,Female,No,8.560169,13,1,3,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Mailed Check,61.0,128.9038,5180.0,3,3,3,4,2,6,3,5,,,4.079797556298443
5075,5076,Q441224,364ec16c-8342-4dce-bf45-cc809da5c928,Tacoma,WA,Pierce,98418,47.22323,-122.4465,9469,Suburban,America/Los_Angeles,Historic buildings inspector/conservation officer,1.0,57.0,Regular High School Diploma,Student,3503.0,Married,Male,No,12.02864,7,1,3,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),64.0,149.3751,6016.0,4,4,3,3,4,5,4,4,,,4.079797556298443
5156,5157,M691219,4cd7b111-594d-4467-b2a4-ea99e3edacf3,Rumney,NH,Grafton,3266,43.79033,-71.8961,2209,Rural,America/New_York,Quality manager,3.0,43.0,"9th Grade to 12th Grade, No Diploma",Full Time,47967.0,Separated,Male,No,35.03499,12,0,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),56.0,257.7297,6569.0,3,3,3,2,6,2,2,2,,,4.079797556298443
5166,5167,S582524,c6e0a812-b8c6-4d4c-bf24-0d76db8a9bf1,Pontiac,IL,Livingston,61764,40.88228,-88.62818,14026,Suburban,America/Chicago,Hospital pharmacist,2.0,56.0,"Some College, 1 or More Years, No Degree",Full Time,19173.0,Widowed,Male,No,5.883276,13,0,4,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),60.0,161.2056,5660.0,3,4,4,4,3,4,3,6,,,5.648688594159783
5223,5224,B225668,2b94e625-bcae-4053-92ba-495c75f11c91,Somers,IA,Calhoun,50586,42.40411,-94.43174,287,Urban,America/Chicago,Television/film/video producer,0.0,48.0,Bachelor's Degree,Unemployed,18707.0,Divorced,Female,No,10.73526,18,1,3,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,66.0,144.1914,6192.0,4,3,4,4,4,4,4,4,,,4.079797556298443
5471,5472,R240894,28ce6b3b-98ae-4647-90a7-4c730afa7ed9,Lincoln,NE,Lancaster,68517,40.93398,-96.60554,629,Urban,America/Chicago,Chief Financial Officer,0.0,70.0,Associate's Degree,Full Time,23622.0,Divorced,Male,No,6.225554,13,2,6,No,Two Year,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,58.0,137.374,5320.0,3,2,2,4,3,4,4,3,,,8.786470669882462
5574,5575,A132981,4fe1b3a2-688f-4f6a-a8b4-04386385ac29,Houston,TX,Harris,77051,29.6562,-95.38015,17052,Rural,America/Chicago,Neurosurgeon,1.0,49.0,Regular High School Diploma,Full Time,98072.0,Never Married,Male,No,4.190413,11,1,3,No,Two Year,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),62.0,162.921,5816.0,5,4,5,4,3,4,5,7,,,4.079797556298443
5768,5769,P780569,1cfc2ed6-5a94-41fb-986a-2339d0bbc3a6,Jackson Springs,NC,Moore,27281,35.1861,-79.62674,3079,Rural,America/New_York,Financial risk analyst,0.0,51.0,Doctorate Degree,Full Time,43865.0,Widowed,Male,No,9.550055,13,1,3,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,65.0,263.5701,6021.0,4,4,6,4,4,4,3,3,,,4.079797556298443
5891,5892,V927165,c57aa335-937d-4f16-bf6e-85475bea5ba7,Tazewell,TN,Claiborne,37879,36.47713,-83.49524,10790,Urban,America/New_York,Garment/textile technologist,2.0,73.0,"Some College, 1 or More Years, No Degree",Full Time,15504.0,Separated,Female,Yes,14.40779,15,0,3,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Mailed Check,41.0,171.5322,4050.0,3,3,3,4,2,4,4,4,,,4.079797556298443
6050,6051,X637060,ca403c59-88b2-4518-aa5b-021719daa3d5,Mount Nebo,WV,Nicholas,26679,38.16527,-80.79764,1870,Rural,America/New_York,Pensions consultant,0.0,41.0,Professional School Degree,Full Time,30075.0,Married,Female,No,10.95708,12,0,3,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Electronic Check,64.0,161.3657,5576.0,3,4,4,4,1,4,5,3,,,4.079797556298443
6098,6099,U186366,85f47ecf-be74-4ecc-af01-fee0b4112e16,Rockledge,GA,Laurens,30454,32.43607,-82.73373,680,Rural,America/New_York,Personnel officer,1.0,88.0,Master's Degree,Full Time,30819.0,Widowed,Female,No,9.909918,14,0,3,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,70.0,125.3453,6112.0,3,5,3,4,3,5,4,5,,,4.079797556298443
6131,6132,R39027,e96062fd-f16a-4a91-a848-30362475696a,South Beloit,IL,Winnebago,61080,42.47972,-88.98721,10440,Suburban,America/Chicago,"Surveyor, planning and development",6.0,64.0,GED or Alternative Credential,Full Time,39292.0,Widowed,Female,No,4.831409,12,1,3,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Mailed Check,48.0,156.819,4116.0,3,3,3,3,4,4,4,4,,,4.079797556298443
6143,6144,X13388,2021990d-ae6e-42a7-96d6-fdecb085d65b,Cropseyville,NY,Rensselaer,12052,42.75397,-73.47861,1597,Suburban,America/New_York,Environmental manager,6.0,69.0,Regular High School Diploma,Unemployed,51827.0,Divorced,Female,No,13.22785,13,0,3,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,72.0,204.6772,3755.0,4,4,4,5,3,3,4,5,,,4.079797556298443
6306,6307,W408649,a23e37e4-590a-4f5d-8312-1363e923cf1d,Charleston,SC,Charleston,29424,32.78364,-79.93737,390,Rural,America/New_York,Sales executive,0.0,51.0,Nursery School to 8th Grade,Full Time,25533.0,Divorced,Female,No,14.63912,12,0,3,No,Two Year,Yes,No,None,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,66.0,129.4761,5690.0,2,2,4,4,3,4,2,2,,,4.079797556298443
6345,6346,H772847,913a24bb-1f8b-4c1c-866b-73c28111c143,Bidwell,OH,Gallia,45614,38.92975,-82.27709,4825,Rural,America/New_York,Broadcast journalist,3.0,74.0,"Some College, 1 or More Years, No Degree",Full Time,48852.0,Married,Male,No,5.800897,9,1,4,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),40.0,172.1324,3796.0,3,4,3,2,4,2,3,3,,,5.648688594159783
6366,6367,V424932,25b1a464-bea4-4786-b0f5-9f59800b26a1,Yazoo City,MS,Yazoo,39194,32.8361,-90.48744,21750,Suburban,America/Chicago,Medical secretary,2.0,41.0,"Some College, 1 or More Years, No Degree",Retired,19154.0,Widowed,Male,No,11.34137,14,0,3,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,57.0,207.3811,5196.0,4,3,3,5,3,5,5,4,,,4.079797556298443
6440,6441,V488557,93ff1569-4681-4817-a612-f1de2d45aa76,Riverdale,IL,Cook,60827,41.64956,-87.63016,28577,Suburban,America/Chicago,Charity officer,1.0,60.0,"9th Grade to 12th Grade, No Diploma",Retired,73480.0,Never Married,Male,No,12.01037,11,2,3,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,68.0,154.1904,6501.0,4,5,4,3,3,5,5,4,,,4.079797556298443
6531,6532,B246395,4dfbf0d5-f77f-4889-b3d7-144c54726481,Wrightsboro,TX,Gonzales,78677,29.34997,-97.58022,19,Suburban,America/Chicago,"Designer, fashion/clothing",4.0,22.0,Bachelor's Degree,Full Time,8705.0,Married,Male,Yes,6.80801,13,3,3,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),38.0,267.331,4460.0,5,3,3,2,5,4,4,5,,,4.079797556298443
6586,6587,O366561,52425fb2-1d45-492f-9a16-eb8dbc77bf1e,Anniston,AL,Calhoun,36207,33.68027,-85.71375,19746,Urban,America/Chicago,Civil Service fast streamer,3.0,61.0,Master's Degree,Full Time,60321.0,Widowed,Male,No,11.34458,8,3,3,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,55.0,150.5246,4876.0,4,3,3,4,4,5,4,4,,,4.079797556298443
6947,6948,O499021,0bca0e12-16a2-4ef5-a203-c2fe64803ced,New Washington,OH,Crawford,44854,40.94343,-82.8551,1708,Suburban,America/New_York,Photographer,5.0,87.0,Bachelor's Degree,Full Time,22554.0,Separated,Male,No,14.98089,9,0,3,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,69.0,184.3823,6106.0,4,2,4,3,4,4,3,3,,,4.079797556298443
7018,7019,V643148,bffaaf71-1e0b-441e-9104-baa3a4327e04,Tybee Island,GA,Chatham,31328,32.0071,-80.86833,3583,Urban,America/New_York,Higher education careers adviser,2.0,82.0,"Some College, 1 or More Years, No Degree",Full Time,14678.0,Divorced,Male,No,4.393751,14,2,3,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),61.0,150.3937,5152.0,3,3,4,4,3,3,4,3,,,4.079797556298443
7111,7112,Z349412,f15e5ff6-e3e7-48a3-9bf6-d8692b0244fb,Hernandez,NM,Rio Arriba,87537,36.04962,-106.1853,2510,Suburban,America/Denver,"Teacher, special educational needs",1.0,49.0,Regular High School Diploma,Full Time,48847.0,Divorced,Male,No,17.36696,8,0,3,No,One year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Mailed Check,48.0,140.2241,4525.0,3,3,1,3,5,4,4,2,,,4.079797556298443
7185,7186,A505732,105376b4-868e-4461-a235-6ac8f7d5a08b,Woodstock,NY,Ulster,12498,42.0485,-74.10639,5005,Urban,America/New_York,Visual merchandiser,1.0,79.0,"Some College, Less than 1 Year",Part Time,35244.0,Separated,Prefer not to answer,No,7.221453,8,2,3,Yes,One year,Yes,Yes,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),69.0,141.2946,5898.0,3,3,3,3,3,2,5,4,,,4.079797556298443
7222,7223,L466451,423dc5f0-5f65-489f-9452-0e3ee25186a1,Moyie Springs,ID,Boundary,83845,48.77845,-116.1178,1875,Urban,America/Los_Angeles,"Engineer, agricultural",3.0,85.0,Regular High School Diploma,Retired,48416.0,Married,Female,No,10.99413,14,1,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,69.0,234.387,6261.0,4,4,5,4,5,3,4,5,,,4.079797556298443
7278,7279,K234062,b9a81e36-ed3d-4e02-9b42-6b44d2dd4ad3,Soudan,MN,St. Louis,55782,47.8231,-92.2049,412,Suburban,America/Chicago,Theatre manager,0.0,84.0,"Some College, 1 or More Years, No Degree",Part Time,73796.0,Divorced,Male,No,11.75454,9,0,3,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),67.0,108.0913,5647.0,5,6,5,2,5,3,3,3,,,4.079797556298443
7331,7332,Z760646,35de96c9-296c-4528-8dd5-553e421b882e,East Sparta,OH,Stark,44626,40.68963,-81.38379,3015,Rural,America/New_York,Youth worker,1.0,23.0,Master's Degree,Full Time,73514.0,Divorced,Male,No,8.843562,8,2,3,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,58.0,222.6741,4729.0,3,3,3,4,3,3,3,2,,,4.079797556298443
7347,7348,A78645,cd8e4ecd-0209-49ca-9281-33a0d104c583,Fairfield,VA,Rockbridge,24435,37.87203,-79.30305,2282,Suburban,America/New_York,"Conservator, furniture",4.0,64.0,Regular High School Diploma,Full Time,15678.0,Divorced,Female,No,9.438547,11,0,3,Yes,One year,No,Yes,None,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,64.0,230.3056,5931.0,4,3,4,3,4,3,4,3,,,4.079797556298443
7350,7351,W468183,62ba79a1-9093-40ba-919f-09e145dc21fb,Corvallis,OR,Benton,97330,44.63645,-123.2766,42614,Rural,America/Los_Angeles,"Journalist, newspaper",4.0,49.0,"Some College, 1 or More Years, No Degree",Full Time,13218.0,Separated,Male,No,6.186657,15,1,3,No,Two Year,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,No,No,Electronic Check,60.0,138.8261,4336.0,2,2,3,3,4,3,2,3,,,4.079797556298443
7454,7455,M950404,2073fac2-9356-40a8-b77d-8a4272836a95,Watsonville,CA,Santa Cruz,95076,36.93926,-121.7484,86703,Suburban,America/Los_Angeles,"Investment banker, corporate",1.0,83.0,Regular High School Diploma,Full Time,51222.0,Never Married,Female,No,7.796971,11,2,3,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,55.0,162.9276,5175.0,3,4,4,4,3,5,5,3,,,4.079797556298443
7574,7575,J620144,cccff4c7-26df-4d10-9d02-284fdda49a97,Keokee,VA,Lee,24265,36.83805,-82.93891,680,Rural,America/New_York,"Editor, commissioning",1.0,37.0,Regular High School Diploma,Part Time,50835.0,Married,Male,No,42.14765,14,1,3,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),54.0,239.9063,5465.0,3,2,2,3,3,2,3,5,,,4.079797556298443
7645,7646,U13444,5514e6ef-f9d9-4268-bf19-b2e0a9134a23,Gause,TX,Milam,77857,30.78439,-96.70859,700,Urban,America/Chicago,Oceanographer,2.0,83.0,"Some College, 1 or More Years, No Degree",Full Time,69131.0,Separated,Male,No,6.674126,14,0,3,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),56.0,182.4228,4894.0,5,6,5,4,3,5,3,5,,,4.079797556298443
7890,7891,C909763,b7632f7f-5c64-451c-8b8f-b7bdda32b2fd,Ione,OR,Morrow,97843,45.50473,-119.8979,621,Urban,America/Los_Angeles,"Journalist, newspaper",1.0,19.0,Regular High School Diploma,Full Time,64860.0,Divorced,Female,No,12.3574,13,1,3,No,One year,No,No,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),64.0,190.706,6000.0,5,5,5,3,4,2,5,3,,,4.079797556298443
8054,8055,C256948,dcc26db0-1b28-427b-b709-4fc46cc2cf17,Rochester,NY,Monroe,14625,43.14899,-77.50534,10122,Rural,America/New_York,"Production assistant, radio",2.0,35.0,"Some College, Less than 1 Year",Full Time,65756.0,Never Married,Female,No,4.637402,16,0,3,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Credit Card (automatic),67.0,113.4642,6024.0,4,4,5,3,3,3,4,4,,,4.079797556298443
8062,8063,G734993,157a48af-f45b-478d-821e-989d6d49bcd9,Arabi,LA,St. Bernard,70032,29.95809,-89.99784,4501,Urban,America/Chicago,Air traffic controller,2.0,25.0,Master's Degree,Full Time,47910.0,Widowed,Male,No,16.81864,10,0,3,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),59.0,127.3572,5563.0,4,3,4,3,3,3,5,4,,,4.079797556298443
8281,8282,H421614,e5302ba1-0348-456c-abe0-35c608bc36ef,Norwalk,CT,Fairfield,6854,41.08954,-73.42868,30975,Rural,America/New_York,Legal secretary,4.0,30.0,Regular High School Diploma,Full Time,51460.0,Married,Female,No,10.05146,16,0,3,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Mailed Check,39.0,107.9432,5409.0,2,2,2,3,3,2,4,4,,,4.079797556298443
8313,8314,N582962,6837d390-07c8-4751-b0f4-b059ae1ab666,Shreveport,LA,Caddo,71104,32.48494,-93.73255,14479,Suburban,America/Chicago,Fast food restaurant manager,2.0,65.0,No Schooling Completed,Full Time,28881.0,Separated,Male,No,6.970055,12,1,3,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,57.0,117.8257,5349.0,3,4,4,5,4,3,4,3,,,4.079797556298443
8491,8492,U821333,9e5b3236-2ab2-4c7a-a57e-a47d1444e4e7,Upsala,MN,Morrison,56384,45.80948,-94.5672,417,Urban,America/Chicago,Chemical engineer,3.0,51.0,Nursery School to 8th Grade,Full Time,10771.0,Separated,Female,No,9.592144,6,0,3,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),62.0,182.4505,5451.0,4,4,4,3,3,5,4,4,,,4.079797556298443
8980,8981,M275292,7c141a23-85d6-4610-94ca-97804bca46a0,Bay Minette,AL,Baldwin,36507,30.86319,-87.73904,22096,Urban,America/Chicago,Television floor manager,2.0,76.0,Regular High School Diploma,Full Time,59188.0,Never Married,Female,No,10.47379,11,1,3,No,Two Year,Yes,No,None,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Mailed Check,65.0,128.0074,5507.0,2,2,2,4,4,3,2,3,,,4.079797556298443
8991,8992,W477705,0b947388-69c3-4277-a56e-b088ad243ca3,Fort Worth,TX,Tarrant,76177,32.97521,-97.3112,9361,Urban,America/Chicago,Best boy,4.0,58.0,Regular High School Diploma,Full Time,19598.0,Never Married,Male,No,12.77017,9,2,3,No,One year,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,44.0,117.599,3993.0,2,3,3,2,3,4,3,3,,,4.079797556298443
9108,9109,L817058,a4f045b8-a74f-47f0-b588-fc642660a417,Sturgeon,PA,Allegheny,15082,40.37776,-80.21299,163,Suburban,America/New_York,"Accountant, chartered public finance",2.0,68.0,Regular High School Diploma,Full Time,16227.0,Married,Male,No,6.003093,10,2,3,Yes,One year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),66.0,241.7826,6182.0,4,5,3,3,3,4,4,2,,,4.079797556298443
9175,9176,E709997,d3fd6a58-7e21-412d-8f1a-b12e08856fea,Sandwich,IL,DeKalb,60548,41.64812,-88.63618,12374,Urban,America/Chicago,Community development worker,3.0,68.0,"Some College, 1 or More Years, No Degree",Full Time,72757.0,Separated,Female,No,13.35746,18,2,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,63.0,243.8788,5728.0,4,5,6,4,4,5,4,3,,,4.079797556298443
